"","sc","year","stock","value","data"
"413","range","2020","sol.27.7fg","discards",0
"414","range","2020","sol.27.7fg","Fbar",0.296
"415","range","2020","sol.27.7fg","FmultVsF19",1.25
"416","range","2020","sol.27.7fg","landings",1652
"417","range","2020","sol.27.7fg","ssb",6286
"418","range","2020","whg.27.7b-ce-k","catch",8758
"419","range","2020","whg.27.7b-ce-k","discards",0
"420","range","2020","whg.27.7b-ce-k","Fbar",0.495
"421","range","2020","whg.27.7b-ce-k","FmultVsF19",1.4
"422","range","2020","whg.27.7b-ce-k","landings",8758
"423","range","2020","whg.27.7b-ce-k","ssb",31015
"424","range","2021","cod.27.7e-k","catch",743
"425","range","2021","cod.27.7e-k","discards",0
"426","range","2021","cod.27.7e-k","Fbar",0.207
"427","range","2021","cod.27.7e-k","FmultVsF19",0.18
"428","range","2021","cod.27.7e-k","landings",743
"429","range","2021","cod.27.7e-k","ssb",2942
"430","range","2021","had.27.7b-k","catch",12540
"431","range","2021","had.27.7b-k","discards",0
"432","range","2021","had.27.7b-k","Fbar",0.229
"433","range","2021","had.27.7b-k","FmultVsF19",0.56
"434","range","2021","had.27.7b-k","landings",12540
"435","range","2021","had.27.7b-k","ssb",71281
"436","range","2021","meg.27.7b-k8abd","catch",13093
"437","range","2021","meg.27.7b-k8abd","discards",0
"438","range","2021","meg.27.7b-k8abd","Fbar",0.13
"439","range","2021","meg.27.7b-k8abd","FmultVsF19",0.72
"440","range","2021","meg.27.7b-k8abd","landings",13093
"441","range","2021","meg.27.7b-k8abd","ssb",110436
"442","range","2021","mon.27.78abd","catch",23556
"443","range","2021","mon.27.78abd","discards",0
"444","range","2021","mon.27.78abd","Fbar",0.18
"445","range","2021","mon.27.78abd","FmultVsF19",0.83
"446","range","2021","mon.27.78abd","landings",23556
"447","range","2021","mon.27.78abd","ssb",72213
"448","range","2021","nep.27.7bk","catch",7813
"449","range","2021","nep.27.7bk","discards",697
"450","range","2021","nep.27.7bk","discards.dead",NA
"451","range","2021","nep.27.7bk","discards.surviving",NA
"452","range","2021","nep.27.7bk","Fbar",NA
"453","range","2021","nep.27.7bk","FmultVsF19",NA
"454","range","2021","nep.27.7bk","landings",7117
"455","range","2021","sol.27.7fg","catch",823
"456","range","2021","sol.27.7fg","discards",0
"457","range","2021","sol.27.7fg","Fbar",0.138
"458","range","2021","sol.27.7fg","FmultVsF19",0.57
"459","range","2021","sol.27.7fg","landings",823
"460","range","2021","sol.27.7fg","ssb",6194
"461","range","2021","whg.27.7b-ce-k","catch",4473
"462","range","2021","whg.27.7b-ce-k","discards",0
"463","range","2021","whg.27.7b-ce-k","Fbar",0.222
"464","range","2021","whg.27.7b-ce-k","FmultVsF19",0.63
"465","range","2021","whg.27.7b-ce-k","landings",4473
"466","range","2021","whg.27.7b-ce-k","ssb",32098
"467","range","2022","cod.27.7e-k","ssb",4981
"468","range","2022","had.27.7b-k","ssb",76584
"469","range","2022","meg.27.7b-k8abd","ssb",120816
"470","range","2022","mon.27.78abd","ssb",87532
"471","range","2022","sol.27.7fg","ssb",6610
"472","range","2022","whg.27.7b-ce-k","ssb",38176
"473","sq_E","2020","cod.27.7e-k","discards",0
"474","sq_E","2020","cod.27.7e-k","Fbar",0.477
"475","sq_E","2020","cod.27.7e-k","FmultVsF19",0.540961170687532
"476","sq_E","2020","cod.27.7e-k","landings",1056
"477","sq_E","2020","cod.27.7e-k","ssb",1587
"478","sq_E","2020","had.27.7b-k","discards",0
"479","sq_E","2020","had.27.7b-k","Fbar",0.406
"480","sq_E","2020","had.27.7b-k","FmultVsF19",0.164765661814518
"481","sq_E","2020","had.27.7b-k","landings",20413
"482","sq_E","2020","had.27.7b-k","ssb",66322
"483","sq_E","2020","meg.27.7b-k8abd","discards",0
"484","sq_E","2020","meg.27.7b-k8abd","Fbar",0.212741780334974
"485","sq_E","2020","meg.27.7b-k8abd","FmultVsF19",1.2
"486","sq_E","2020","meg.27.7b-k8abd","landings",20124
"487","sq_E","2020","meg.27.7b-k8abd","ssb",106654
"488","sq_E","2020","mon.27.78abd","discards",0
"489","sq_E","2020","mon.27.78abd","Fbar",0.219383
"490","sq_E","2020","mon.27.78abd","FmultVsF19",1
"491","sq_E","2020","mon.27.78abd","landings",24349
"492","sq_E","2020","mon.27.78abd","ssb",68952
"493","sq_E","2020","nep.27.7bk","Fbar",NA
"494","sq_E","2020","nep.27.7bk","FmultVsF19",NA
"495","sq_E","2020","nep.27.7bk","landings",NA
"496","sq_E","2020","sol.27.7fg","discards",0
"497","sq_E","2020","sol.27.7fg","Fbar",0.296
"498","sq_E","2020","sol.27.7fg","FmultVsF19",0.0715682542647043
"499","sq_E","2020","sol.27.7fg","landings",1652
"500","sq_E","2020","sol.27.7fg","ssb",6286
"501","sq_E","2020","whg.27.7b-ce-k","discards",0
"502","sq_E","2020","whg.27.7b-ce-k","Fbar",0.495
"503","sq_E","2020","whg.27.7b-ce-k","FmultVsF19",0.176088235379835
"504","sq_E","2020","whg.27.7b-ce-k","landings",8787
"505","sq_E","2020","whg.27.7b-ce-k","ssb",30987
"506","sq_E","2021","cod.27.7e-k","discards",0
"507","sq_E","2021","cod.27.7e-k","Fbar",1.143
"508","sq_E","2021","cod.27.7e-k","FmultVsF19",1.29626544674182
"509","sq_E","2021","cod.27.7e-k","landings",2787
"510","sq_E","2021","cod.27.7e-k","ssb",2942
"511","sq_E","2021","had.27.7b-k","discards",0
"512","sq_E","2021","had.27.7b-k","Fbar",0.423
"513","sq_E","2021","had.27.7b-k","FmultVsF19",0.17166471661956
"514","sq_E","2021","had.27.7b-k","landings",21512
"515","sq_E","2021","had.27.7b-k","ssb",71760
"516","sq_E","2021","meg.27.7b-k8abd","discards",0
"517","sq_E","2021","meg.27.7b-k8abd","Fbar",0.214498383480261
"518","sq_E","2021","meg.27.7b-k8abd","FmultVsF19",1.21
"519","sq_E","2021","meg.27.7b-k8abd","landings",21130
"520","sq_E","2021","meg.27.7b-k8abd","ssb",110436
"521","sq_E","2021","mon.27.78abd","discards",0
"522","sq_E","2021","mon.27.78abd","Fbar",0.278997547463729
"523","sq_E","2021","mon.27.78abd","FmultVsF19",1.27
"524","sq_E","2021","mon.27.78abd","landings",34467
"525","sq_E","2021","mon.27.78abd","ssb",72213
"526","sq_E","2021","nep.27.7bk","Fbar",NA
"527","sq_E","2021","nep.27.7bk","FmultVsF19",NA
"528","sq_E","2021","nep.27.7bk","landings",6690.93510982001
"529","sq_E","2021","sol.27.7fg","discards",0
"530","sq_E","2021","sol.27.7fg","Fbar",0.246
"531","sq_E","2021","sol.27.7fg","FmultVsF19",0.0594790221253961
"532","sq_E","2021","sol.27.7fg","landings",1391
"533","sq_E","2021","sol.27.7fg","ssb",6194
"534","sq_E","2021","whg.27.7b-ce-k","discards",0
"535","sq_E","2021","whg.27.7b-ce-k","Fbar",0.559
"536","sq_E","2021","whg.27.7b-ce-k","FmultVsF19",0.198855199146117
"537","sq_E","2021","whg.27.7b-ce-k","landings",9719
"538","sq_E","2021","whg.27.7b-ce-k","ssb",32067
"539","sq_E","2022","cod.27.7e-k","ssb",2082
"540","sq_E","2022","had.27.7b-k","ssb",67224
"541","sq_E","2022","meg.27.7b-k8abd","ssb",112265
"542","sq_E","2022","mon.27.78abd","ssb",80486
"543","sq_E","2022","sol.27.7fg","ssb",6024
"544","sq_E","2022","whg.27.7b-ce-k","ssb",33787
"545","val","2020","cod.27.7e-k","discards",0
"546","val","2020","cod.27.7e-k","Fbar",0.477
"547","val","2020","cod.27.7e-k","FmultVsF19",0.540961170687532
"548","val","2020","cod.27.7e-k","landings",1056
"549","val","2020","cod.27.7e-k","ssb",1587
"550","val","2020","had.27.7b-k","discards",0
"551","val","2020","had.27.7b-k","Fbar",0.406
"552","val","2020","had.27.7b-k","FmultVsF19",0.164765661814518
"553","val","2020","had.27.7b-k","landings",20284
"554","val","2020","had.27.7b-k","ssb",66510
"555","val","2020","meg.27.7b-k8abd","discards",0
"556","val","2020","meg.27.7b-k8abd","Fbar",0.212741780334974
"557","val","2020","meg.27.7b-k8abd","FmultVsF19",1.2
"558","val","2020","meg.27.7b-k8abd","landings",20124
"559","val","2020","meg.27.7b-k8abd","ssb",106654
"560","val","2020","mon.27.78abd","discards",0
"561","val","2020","mon.27.78abd","Fbar",0.219383
"562","val","2020","mon.27.78abd","FmultVsF19",1
"563","val","2020","mon.27.78abd","landings",24349
"564","val","2020","mon.27.78abd","ssb",68952
"565","val","2020","nep.27.7bk","Fbar",NA
"566","val","2020","nep.27.7bk","FmultVsF19",NA
"567","val","2020","nep.27.7bk","landings",NA
"568","val","2020","sol.27.7fg","discards",0
"569","val","2020","sol.27.7fg","Fbar",0.296
"570","val","2020","sol.27.7fg","FmultVsF19",0.0715682542647043
"571","val","2020","sol.27.7fg","landings",1652
"572","val","2020","sol.27.7fg","ssb",6286
"573","val","2020","whg.27.7b-ce-k","discards",0
"574","val","2020","whg.27.7b-ce-k","Fbar",0.495
"575","val","2020","whg.27.7b-ce-k","FmultVsF19",0.176088235379835
"576","val","2020","whg.27.7b-ce-k","landings",8758
"577","val","2020","whg.27.7b-ce-k","ssb",30994
"578","val","2021","cod.27.7e-k","discards",0
"579","val","2021","cod.27.7e-k","Fbar",1.035
"580","val","2021","cod.27.7e-k","FmultVsF19",1.17378367224653
"581","val","2021","cod.27.7e-k","landings",2631
"582","val","2021","cod.27.7e-k","ssb",2942
"583","val","2021","had.27.7b-k","discards",0
"584","val","2021","had.27.7b-k","Fbar",0.384
"585","val","2021","had.27.7b-k","FmultVsF19",0.155837473243288
"586","val","2021","had.27.7b-k","landings",19814
"587","val","2021","had.27.7b-k","ssb",71561
"588","val","2021","meg.27.7b-k8abd","discards",0
"589","val","2021","meg.27.7b-k8abd","Fbar",0.20094812532115
"590","val","2021","meg.27.7b-k8abd","FmultVsF19",1.14
"591","val","2021","meg.27.7b-k8abd","landings",19925
"592","val","2021","meg.27.7b-k8abd","ssb",110436
"593","val","2021","mon.27.78abd","discards",0
"594","val","2021","mon.27.78abd","Fbar",0.263654681572955
"595","val","2021","mon.27.78abd","FmultVsF19",1.2
"596","val","2021","mon.27.78abd","landings",32785
"597","val","2021","mon.27.78abd","ssb",72213
"598","val","2021","nep.27.7bk","Fbar",NA
"599","val","2021","nep.27.7bk","FmultVsF19",NA
"600","val","2021","nep.27.7bk","landings",6773.96686178537
"601","val","2021","sol.27.7fg","discards",0
"602","val","2021","sol.27.7fg","Fbar",0.24
"603","val","2021","sol.27.7fg","FmultVsF19",0.0580283142686791
"604","val","2021","sol.27.7fg","landings",1364
"605","val","2021","sol.27.7fg","ssb",6194
"606","val","2021","whg.27.7b-ce-k","discards",0
"607","val","2021","whg.27.7b-ce-k","Fbar",0.503
"608","val","2021","whg.27.7b-ce-k","FmultVsF19",0.178934105850621
"609","val","2021","whg.27.7b-ce-k","landings",8948
"610","val","2021","whg.27.7b-ce-k","ssb",32054
"611","val","2022","cod.27.7e-k","ssb",2296
"612","val","2022","had.27.7b-k","ssb",68267
"613","val","2022","meg.27.7b-k8abd","ssb",113545
"614","val","2022","mon.27.78abd","ssb",81569
"615","val","2022","sol.27.7fg","ssb",6051
"616","val","2022","whg.27.7b-ce-k","ssb",34448
"617","whg.27.7b-ce-k","2020","cod.27.7e-k","discards",0
"618","whg.27.7b-ce-k","2020","cod.27.7e-k","Fbar",0.477
"619","whg.27.7b-ce-k","2020","cod.27.7e-k","FmultVsF19",0.540961170687532
"620","whg.27.7b-ce-k","2020","cod.27.7e-k","landings",1056
"621","whg.27.7b-ce-k","2020","cod.27.7e-k","ssb",1587
"622","whg.27.7b-ce-k","2020","had.27.7b-k","discards",0
"623","whg.27.7b-ce-k","2020","had.27.7b-k","Fbar",0.406
"624","whg.27.7b-ce-k","2020","had.27.7b-k","FmultVsF19",0.164765661814518
"625","whg.27.7b-ce-k","2020","had.27.7b-k","landings",20201
"626","whg.27.7b-ce-k","2020","had.27.7b-k","ssb",66415
"627","whg.27.7b-ce-k","2020","meg.27.7b-k8abd","discards",0
"628","whg.27.7b-ce-k","2020","meg.27.7b-k8abd","Fbar",0.212741780334974
"629","whg.27.7b-ce-k","2020","meg.27.7b-k8abd","FmultVsF19",1.2
"630","whg.27.7b-ce-k","2020","meg.27.7b-k8abd","landings",20124
"631","whg.27.7b-ce-k","2020","meg.27.7b-k8abd","ssb",106654
"632","whg.27.7b-ce-k","2020","mon.27.78abd","discards",0
"633","whg.27.7b-ce-k","2020","mon.27.78abd","Fbar",0.219383
"634","whg.27.7b-ce-k","2020","mon.27.78abd","FmultVsF19",1
"635","whg.27.7b-ce-k","2020","mon.27.78abd","landings",24349
"636","whg.27.7b-ce-k","2020","mon.27.78abd","ssb",68952
"637","whg.27.7b-ce-k","2020","nep.27.7bk","Fbar",NA
"638","whg.27.7b-ce-k","2020","nep.27.7bk","FmultVsF19",NA
"639","whg.27.7b-ce-k","2020","nep.27.7bk","landings",NA
"640","whg.27.7b-ce-k","2020","sol.27.7fg","discards",0
"641","whg.27.7b-ce-k","2020","sol.27.7fg","Fbar",0.296
"642","whg.27.7b-ce-k","2020","sol.27.7fg","FmultVsF19",0.0715682542647043
"643","whg.27.7b-ce-k","2020","sol.27.7fg","landings",1652
"644","whg.27.7b-ce-k","2020","sol.27.7fg","ssb",6286
"645","whg.27.7b-ce-k","2020","whg.27.7b-ce-k","discards",0
"646","whg.27.7b-ce-k","2020","whg.27.7b-ce-k","Fbar",0.495
"647","whg.27.7b-ce-k","2020","whg.27.7b-ce-k","FmultVsF19",0.176088235379835
"648","whg.27.7b-ce-k","2020","whg.27.7b-ce-k","landings",8756
"649","whg.27.7b-ce-k","2020","whg.27.7b-ce-k","ssb",30989
"650","whg.27.7b-ce-k","2021","cod.27.7e-k","discards",0
"651","whg.27.7b-ce-k","2021","cod.27.7e-k","Fbar",0.537
"652","whg.27.7b-ce-k","2021","cod.27.7e-k","FmultVsF19",0.609006600962693
"653","whg.27.7b-ce-k","2021","cod.27.7e-k","landings",1669
"654","whg.27.7b-ce-k","2021","cod.27.7e-k","ssb",2942
"655","whg.27.7b-ce-k","2021","had.27.7b-k","discards",0
"656","whg.27.7b-ce-k","2021","had.27.7b-k","Fbar",0.194
"657","whg.27.7b-ce-k","2021","had.27.7b-k","FmultVsF19",0.0787303901281196
"658","whg.27.7b-ce-k","2021","had.27.7b-k","landings",10717
"659","whg.27.7b-ce-k","2021","had.27.7b-k","ssb",71411
"660","whg.27.7b-ce-k","2021","meg.27.7b-k8abd","discards",0
"661","whg.27.7b-ce-k","2021","meg.27.7b-k8abd","Fbar",0.0993968129763388
"662","whg.27.7b-ce-k","2021","meg.27.7b-k8abd","FmultVsF19",0.56
"663","whg.27.7b-ce-k","2021","meg.27.7b-k8abd","landings",10355
"664","whg.27.7b-ce-k","2021","meg.27.7b-k8abd","ssb",110436
"665","whg.27.7b-ce-k","2021","mon.27.78abd","discards",0
"666","whg.27.7b-ce-k","2021","mon.27.78abd","Fbar",0.135528915956995
"667","whg.27.7b-ce-k","2021","mon.27.78abd","FmultVsF19",0.62
"668","whg.27.7b-ce-k","2021","mon.27.78abd","landings",17808
"669","whg.27.7b-ce-k","2021","mon.27.78abd","ssb",72213
"670","whg.27.7b-ce-k","2021","nep.27.7bk","Fbar",NA
"671","whg.27.7b-ce-k","2021","nep.27.7bk","FmultVsF19",NA
"672","whg.27.7b-ce-k","2021","nep.27.7bk","landings",4118.27878383967
"673","whg.27.7b-ce-k","2021","sol.27.7fg","discards",0
"674","whg.27.7b-ce-k","2021","sol.27.7fg","Fbar",0.075
"675","whg.27.7b-ce-k","2021","sol.27.7fg","FmultVsF19",0.0181338482089622
"676","whg.27.7b-ce-k","2021","sol.27.7fg","landings",459
"677","whg.27.7b-ce-k","2021","sol.27.7fg","ssb",6194
"678","whg.27.7b-ce-k","2021","whg.27.7b-ce-k","discards",0
"679","whg.27.7b-ce-k","2021","whg.27.7b-ce-k","Fbar",0.268
"680","whg.27.7b-ce-k","2021","whg.27.7b-ce-k","FmultVsF19",0.0953366607713048
"681","whg.27.7b-ce-k","2021","whg.27.7b-ce-k","landings",5253
"682","whg.27.7b-ce-k","2021","whg.27.7b-ce-k","ssb",32064
"683","whg.27.7b-ce-k","2022","cod.27.7e-k","ssb",3642
"684","whg.27.7b-ce-k","2022","had.27.7b-k","ssb",78764
"685","whg.27.7b-ce-k","2022","meg.27.7b-k8abd","ssb",123738
"686","whg.27.7b-ce-k","2022","mon.27.78abd","ssb",91264
"687","whg.27.7b-ce-k","2022","sol.27.7fg","ssb",6987
"688","whg.27.7b-ce-k","2022","whg.27.7b-ce-k","ssb",37490
